force_pct,force_multiplier,start_temp_c,end_temp_c,temp_rise_c,wall_time_sec,heating_rate_c_per_sec,relative_power
15.0,1.0,33,38,5,280.0915036201477,0.01785130907355498,1.0
30.0,2.0,38,40,2,600.0247797966003,0.00333319567348197,0.18671995760914717
45.0,3.0,40,45,5,546.9875903129578,0.009140975204097885,0.5120618978940527
