force_pct,force_multiplier,start_temp_c,end_temp_c,temp_rise_c,wall_time_sec,heating_rate_c_per_sec,relative_power
15.0,1.0,33,37,4,600.0032961368561,0.006666630043125015,1.0
30.0,2.0,37,42,5,321.45655274391174,0.015554201515945604,2.3331430445860617
45.0,3.0,42,47,5,566.780636548996,0.008821755151064991,1.3232705420878208
