force_pct,force_multiplier,start_temp_c,end_temp_c,temp_rise_c,wall_time_sec,heating_rate_c_per_sec,relative_power
15.0,1.0,33,38,5,335.27651715278625,0.014913063528757335,1.0
30.0,2.0,38,43,5,153.20545077323914,0.032635914549806376,2.1884111528710046
45.0,3.0,43,48,5,77.31643843650818,0.06466930061847032,4.3364195756134505
