force_pct,force_multiplier,start_temp_c,end_temp_c,temp_rise_c,wall_time_sec,heating_rate_c_per_sec,relative_power
20.0,1.3333333333333333,37,42,5,155.59620094299316,0.03213446067254485,0.0
