force_pct,force_multiplier,start_temp_c,end_temp_c,temp_rise_c,wall_time_sec,heating_rate_c_per_sec,relative_power
15.0,1.0,34,39,5,359.3811740875244,0.013912804455311534,1.0
30.0,2.0,39,40,1,600.0059580802917,0.0016666501166079783,0.11979253513993694
45.0,3.0,40,41,1,600.0311777591705,0.0016665800662800918,0.11978750018612074
