timestamp,elapsed_sec,force_pct,position_pct,temperature_c,grasp_state,velocity,torque,lost,reserve
1771116720.7109542,0.0017337799072265625,15.0,1.3200000480369285,35,holding,0.0,3.0,0,"[0, 0]"
1771116720.7447853,0.035564422607421875,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116720.7785175,0.06929922103881836,15.0,1.3200000480369285,35,holding,0.0,3.0,0,"[0, 0]"
1771116720.8121789,0.10296130180358887,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116720.8459017,0.13668370246887207,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116720.8797748,0.17055702209472656,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116720.9134383,0.20422101020812988,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116720.9471667,0.23794865608215332,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116720.9812212,0.2720029354095459,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.014991,0.3057727813720703,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.049022,0.33980274200439453,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.0828822,0.37366151809692383,15.0,1.3200000480369285,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.1167216,0.4075026512145996,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.1505287,0.44131016731262207,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.184265,0.47504711151123047,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.2180092,0.5087912082672119,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.2517827,0.5425641536712646,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.2856405,0.5764212608337402,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.319479,0.6102588176727295,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.3534033,0.6441819667816162,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.387781,0.678560733795166,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.421676,0.7124550342559814,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.4555485,0.746328592300415,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.4892604,0.7800426483154297,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.523078,0.813859224319458,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.5570683,0.8478469848632812,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.5945446,0.8853235244750977,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.6283274,0.9191086292266846,15.0,1.2399999907723178,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.6630979,0.9538793563842773,15.0,1.2399999907723178,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.6969275,0.9877080917358398,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.7307737,1.021554708480835,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.7645903,1.055370807647705,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.7984257,1.0892062187194824,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.8324785,1.1232566833496094,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.8665185,1.157297134399414,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.900536,1.191314697265625,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.9342697,1.225050449371338,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116721.9684255,1.2592051029205322,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.0024164,1.2931947708129883,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.0363295,1.3271100521087646,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.070267,1.361046552658081,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.1042254,1.3950047492980957,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.138236,1.42901611328125,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.1720161,1.4627976417541504,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.2056592,1.4964423179626465,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.2393281,1.5301110744476318,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.27303,1.5638115406036377,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.3067153,1.597498893737793,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.340394,1.6311759948730469,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.3741584,1.664940357208252,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.4079256,1.6987085342407227,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.4416223,1.732405662536621,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.4753597,1.7661423683166504,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.509206,1.7999863624572754,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.543057,1.8338372707366943,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.5770411,1.8678224086761475,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.6108544,1.9016356468200684,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.644673,1.9354534149169922,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.6784997,1.969280481338501,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.71219,2.0029726028442383,15.0,1.2399999907723178,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.7460954,2.0368778705596924,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.7798185,2.0705997943878174,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.8135195,2.104302167892456,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.8472223,2.138005018234253,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.8808715,2.1716549396514893,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.9146092,2.2053921222686768,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.9482958,2.2390782833099365,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116722.9820476,2.272829532623291,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.0157502,2.306532144546509,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.0495605,2.340341091156006,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.083348,2.374129056930542,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.1172757,2.408055305480957,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.1512344,2.4420154094696045,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.1852815,2.476062297821045,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.2191093,2.50989031791687,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.2529738,2.5437541007995605,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.2870007,2.5777642726898193,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.3208466,2.6116280555725098,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.3547082,2.6454885005950928,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.388542,2.6793227195739746,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.4224126,2.71319317817688,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.4562101,2.74699068069458,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.490805,2.781586170196533,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.5245106,2.815293073654175,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.5582144,2.848996877670288,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.5918725,2.882655143737793,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.6255505,2.9163331985473633,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.6592033,2.949985980987549,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.692875,2.9836578369140625,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.726697,3.017477512359619,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.7604923,3.0512733459472656,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.7943609,3.0851428508758545,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.8281302,3.1189136505126953,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.8617942,3.1525776386260986,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.895653,3.186433792114258,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.9294894,3.220270872116089,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.9633067,3.2540876865386963,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116723.9970653,3.287846565246582,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.0307088,3.3214914798736572,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.06437,3.3551523685455322,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.0981212,3.3889036178588867,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.1318722,3.422654628753662,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.1655917,3.4563748836517334,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.199331,3.4901139736175537,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.2330465,3.5238280296325684,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.2667391,3.557521343231201,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.3003948,3.5911781787872314,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.3342433,3.625023603439331,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.36814,3.658921241760254,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.4018972,3.692678928375244,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.435767,3.726547956466675,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.4696226,3.760404348373413,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.5034468,3.794227361679077,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.5375447,3.8283255100250244,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.5723517,3.8631341457366943,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.6060817,3.8968639373779297,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.639916,3.9306983947753906,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.6736615,3.9644432067871094,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.7072861,3.9980697631835938,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.7410107,4.031793117523193,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.7748282,4.065610885620117,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.8084917,4.099274396896362,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.842204,4.1329872608184814,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.8759086,4.166686058044434,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.9096165,4.200398921966553,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.9432745,4.234057426452637,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116724.9772384,4.268020868301392,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.0109367,4.301720142364502,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.0447142,4.33549690246582,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.0785975,4.369378328323364,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.1125934,4.403373718261719,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.1464217,4.43720269203186,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.1803224,4.471102476119995,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.2141695,4.504952669143677,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.248262,4.53904390335083,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.2821465,4.572927474975586,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.315855,4.606637716293335,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.3495352,4.640317678451538,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.3831851,4.673968315124512,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.4168267,4.707609415054321,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.4505565,4.741338729858398,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.4843333,4.775114297866821,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.5180597,4.808841705322266,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.551765,4.842547416687012,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.585416,4.876199007034302,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.619266,4.910046577453613,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.6530583,4.943838357925415,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.686766,4.977548122406006,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.7205114,5.011294364929199,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.7547894,5.045570373535156,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.7885933,5.079374313354492,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.822296,5.113079309463501,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.856019,5.146801948547363,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.8897696,5.180551052093506,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.9235485,5.214329719543457,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.9573298,5.248111724853516,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116725.9910574,5.281840085983276,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.0247781,5.3155601024627686,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.058443,5.349226236343384,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.092101,5.382883787155151,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.126668,5.417450666427612,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.160355,5.451137542724609,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.1940198,5.484802722930908,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.2277591,5.518542289733887,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.2615035,5.552285194396973,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.29538,5.586162567138672,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.3292413,5.62002158164978,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.3630638,5.653813600540161,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.39693,5.687710523605347,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.430758,5.721538305282593,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.4644816,5.755263566970825,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.4981642,5.788947105407715,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.5318904,5.822673320770264,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.5656056,5.856388807296753,15.0,1.2399999907723178,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.5993905,5.890172481536865,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.6330903,5.923872947692871,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.6668031,5.95758581161499,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.7011514,5.991932153701782,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.73502,6.025801181793213,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.7688844,6.059665679931641,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.802784,6.093566656112671,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.8364997,6.127282619476318,15.0,1.2399999907723178,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.8702385,6.161020517349243,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.9039462,6.194729328155518,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.9377522,6.228531837463379,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116726.971599,6.2623796463012695,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.0054169,6.296197891235352,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.0392516,6.330031871795654,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.0730622,6.3638434410095215,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.1068525,6.3976335525512695,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.1405647,6.431347131729126,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.174283,6.4650654792785645,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.208208,6.498988389968872,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.2420168,6.532797336578369,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.275896,6.566675901412964,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.309763,6.600542783737183,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.3435037,6.6342854499816895,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.3773284,6.668109178543091,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.4112084,6.701988697052002,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.445133,6.735912084579468,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.4790814,6.76986026763916,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.5129325,6.803712844848633,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
1771116727.5467627,6.837544918060303,15.0,1.2799999504177657,35,holding,0.0,3.0,0,"[0, 0]"
