force_pct,force_multiplier,start_temp_c,end_temp_c,temp_rise_c,wall_time_sec,heating_rate_c_per_sec,relative_power
20.0,1.3333333333333333,47,52,5,230.72882652282715,0.021670460840771125,0.0
